"gene","date","library_stock_id","gene_plus_library_stock","experiment_id","count_adult","count_larva","count_embryo"
"dhc-1","2012-01-18","universal-F3_A02","dhc-1_universal-F3_A02","51314_A02",5,345,107
"dhc-1","2012-01-18","universal-F3_A11","dhc-1_universal-F3_A11","51314_A11",5,392,47
"dhc-1","2012-01-18","universal-F3_B02","dhc-1_universal-F3_B02","51314_B02",5,385,75
"dhc-1","2012-01-18","universal-F3_B11","dhc-1_universal-F3_B11","51314_B11",7,457,95
"dhc-1","2012-01-18","universal-F3_C02","dhc-1_universal-F3_C02","51314_C02",6,424,113
"dhc-1","2012-01-18","universal-F3_D02","dhc-1_universal-F3_D02","51314_D02",4,420,91
"dhc-1","2012-01-18","universal-F3_D11","dhc-1_universal-F3_D11","51314_D11",6,434,88
"dhc-1","2012-01-18","universal-F3_E02","dhc-1_universal-F3_E02","51314_E02",6,489,75
"dhc-1","2012-01-18","universal-F3_E11","dhc-1_universal-F3_E11","51314_E11",7,466,87
"dhc-1","2012-01-18","universal-F3_F02","dhc-1_universal-F3_F02","51314_F02",5,518,125
"dhc-1","2012-01-18","universal-F3_F11","dhc-1_universal-F3_F11","51314_F11",8,490,106
"dhc-1","2012-01-18","universal-F3_G11","dhc-1_universal-F3_G11","51314_G11",7,523,106
"dhc-1","2012-01-18","universal-F3_H02","dhc-1_universal-F3_H02","51314_H02",7,467,79
"dhc-1","2012-01-18","universal-F3_H11","dhc-1_universal-F3_H11","51314_H11",9,460,126
"dhc-1","2012-01-25","universal-F3_A02","dhc-1_universal-F3_A02","51565_A02",8,530,112
"dhc-1","2012-01-25","universal-F3_A11","dhc-1_universal-F3_A11","51565_A11",10,677,123
"dhc-1","2012-01-25","universal-F3_B02","dhc-1_universal-F3_B02","51565_B02",9,541,98
"dhc-1","2012-01-25","universal-F3_B11","dhc-1_universal-F3_B11","51565_B11",9,581,108
"dhc-1","2012-01-25","universal-F3_C02","dhc-1_universal-F3_C02","51565_C02",9,526,110
"dhc-1","2012-01-25","universal-F3_D02","dhc-1_universal-F3_D02","51565_D02",5,488,141
"dhc-1","2012-01-25","universal-F3_D11","dhc-1_universal-F3_D11","51565_D11",5,584,115
"dhc-1","2012-01-25","universal-F3_E02","dhc-1_universal-F3_E02","51565_E02",8,450,131
"dhc-1","2012-01-25","universal-F3_E11","dhc-1_universal-F3_E11","51565_E11",7,558,140
"dhc-1","2012-01-25","universal-F3_F02","dhc-1_universal-F3_F02","51565_F02",8,594,74
"dhc-1","2012-01-25","universal-F3_F11","dhc-1_universal-F3_F11","51565_F11",8,598,58
"dhc-1","2012-01-25","universal-F3_G11","dhc-1_universal-F3_G11","51565_G11",10,667,139
"dhc-1","2012-01-25","universal-F3_H02","dhc-1_universal-F3_H02","51565_H02",11,524,169
"dhc-1","2012-01-25","universal-F3_H11","dhc-1_universal-F3_H11","51565_H11",9,595,112
"dhc-1","2014-08-06","universal-F5_A02","dhc-1_universal-F5_A02","53747_A02",NULL,NULL,0
"dhc-1","2014-08-06","universal-F5_A11","dhc-1_universal-F5_A11","53747_A11",NULL,NULL,0
"dhc-1","2014-08-06","universal-F5_B11","dhc-1_universal-F5_B11","53747_B11",2,842,173
"dhc-1","2014-08-06","universal-F5_C02","dhc-1_universal-F5_C02","53747_C02",4,712,171
"dhc-1","2014-08-06","universal-F5_C11","dhc-1_universal-F5_C11","53747_C11",NULL,NULL,0
"dhc-1","2014-08-06","universal-F5_D02","dhc-1_universal-F5_D02","53747_D02",0,0,1
"dhc-1","2014-08-06","universal-F5_D11","dhc-1_universal-F5_D11","53747_D11",NULL,NULL,0
"dhc-1","2014-08-06","universal-F5_E02","dhc-1_universal-F5_E02","53747_E02",4,610,149
"dhc-1","2014-08-06","universal-F5_E11","dhc-1_universal-F5_E11","53747_E11",6,728,113
"dhc-1","2014-08-06","universal-F5_F02","dhc-1_universal-F5_F02","53747_F02",NULL,NULL,0
"dhc-1","2014-08-06","universal-F5_F11","dhc-1_universal-F5_F11","53747_F11",13,236,279
"dhc-1","2014-08-06","universal-F5_G02","dhc-1_universal-F5_G02","53747_G02",2,669,195
"dhc-1","2014-08-06","universal-F5_H02","dhc-1_universal-F5_H02","53747_H02",15,289,109
"dhc-1","2014-08-06","universal-F5_H11","dhc-1_universal-F5_H11","53747_H11",6,750,178
"dhc-1","2014-08-13","universal-F3_A02","dhc-1_universal-F3_A02","53905_A02",5,696,285
"dhc-1","2014-08-13","universal-F3_A11","dhc-1_universal-F3_A11","53905_A11",9,756,275
"dhc-1","2014-08-13","universal-F3_B02","dhc-1_universal-F3_B02","53905_B02",5,537,225
"dhc-1","2014-08-13","universal-F3_B11","dhc-1_universal-F3_B11","53905_B11",8,630,238
"dhc-1","2014-08-13","universal-F3_C02","dhc-1_universal-F3_C02","53905_C02",8,620,266
"dhc-1","2014-08-13","universal-F3_D02","dhc-1_universal-F3_D02","53905_D02",3,402,210
"dhc-1","2014-08-13","universal-F3_D11","dhc-1_universal-F3_D11","53905_D11",7,545,246
"dhc-1","2014-08-13","universal-F3_E02","dhc-1_universal-F3_E02","53905_E02",5,498,221
"dhc-1","2014-08-13","universal-F3_E11","dhc-1_universal-F3_E11","53905_E11",6,604,152
"dhc-1","2014-08-13","universal-F3_F02","dhc-1_universal-F3_F02","53905_F02",10,685,115
"dhc-1","2014-08-13","universal-F3_F11","dhc-1_universal-F3_F11","53905_F11",10,669,160
"dhc-1","2014-08-13","universal-F3_G11","dhc-1_universal-F3_G11","53905_G11",8,598,169
"dhc-1","2014-08-13","universal-F3_H02","dhc-1_universal-F3_H02","53905_H02",6,724,200
"dhc-1","2014-08-13","universal-F3_H11","dhc-1_universal-F3_H11","53905_H11",6,723,273
"dhc-1","2015-07-08","L4440_A01","dhc-1_L4440_A01","55940_A01",9,629,225
"dhc-1","2015-07-08","L4440_A01","dhc-1_L4440_A01","55941_A01",9,660,226
"dhc-1","2015-07-08","L4440_A02","dhc-1_L4440_A02","55940_A02",7,646,242
"dhc-1","2015-07-08","L4440_A02","dhc-1_L4440_A02","55941_A02",7,745,155
"dhc-1","2015-07-08","L4440_A03","dhc-1_L4440_A03","55940_A03",14,722,262
"dhc-1","2015-07-08","L4440_A03","dhc-1_L4440_A03","55941_A03",9,818,286
"dhc-1","2015-07-08","L4440_A04","dhc-1_L4440_A04","55940_A04",6,708,229
"dhc-1","2015-07-08","L4440_A04","dhc-1_L4440_A04","55941_A04",11,956,190
"dhc-1","2015-07-08","L4440_A05","dhc-1_L4440_A05","55940_A05",7,469,290
"dhc-1","2015-07-08","L4440_A05","dhc-1_L4440_A05","55941_A05",10,710,222
"dhc-1","2015-07-08","L4440_A06","dhc-1_L4440_A06","55940_A06",8,586,198
"dhc-1","2015-07-08","L4440_A06","dhc-1_L4440_A06","55941_A06",7,651,223
"dhc-1","2015-07-08","L4440_A07","dhc-1_L4440_A07","55940_A07",12,632,258
"dhc-1","2015-07-08","L4440_A07","dhc-1_L4440_A07","55941_A07",7,699,228
"dhc-1","2015-07-08","L4440_A08","dhc-1_L4440_A08","55940_A08",11,623,279
"dhc-1","2015-07-08","L4440_A08","dhc-1_L4440_A08","55941_A08",6,725,215
"dhc-1","2015-07-08","L4440_A09","dhc-1_L4440_A09","55940_A09",8,604,223
"dhc-1","2015-07-08","L4440_A09","dhc-1_L4440_A09","55941_A09",9,736,146
"dhc-1","2015-07-08","L4440_A10","dhc-1_L4440_A10","55940_A10",7,603,205
"dhc-1","2015-07-08","L4440_A10","dhc-1_L4440_A10","55941_A10",4,731,194
"dhc-1","2015-07-08","L4440_A11","dhc-1_L4440_A11","55940_A11",10,593,353
"dhc-1","2015-07-08","L4440_A11","dhc-1_L4440_A11","55941_A11",5,594,189
"dhc-1","2015-07-08","L4440_A12","dhc-1_L4440_A12","55940_A12",9,721,193
"dhc-1","2015-07-08","L4440_A12","dhc-1_L4440_A12","55941_A12",7,804,161
"dhc-1","2015-07-08","L4440_B01","dhc-1_L4440_B01","55940_B01",9,641,162
"dhc-1","2015-07-08","L4440_B01","dhc-1_L4440_B01","55941_B01",12,610,234
"dhc-1","2015-07-08","L4440_B02","dhc-1_L4440_B02","55940_B02",6,563,207
"dhc-1","2015-07-08","L4440_B02","dhc-1_L4440_B02","55941_B02",10,711,206
"dhc-1","2015-07-08","L4440_B03","dhc-1_L4440_B03","55940_B03",10,684,156
"dhc-1","2015-07-08","L4440_B03","dhc-1_L4440_B03","55941_B03",8,756,220
"dhc-1","2015-07-08","L4440_B04","dhc-1_L4440_B04","55940_B04",5,450,258
"dhc-1","2015-07-08","L4440_B04","dhc-1_L4440_B04","55941_B04",9,684,203
"dhc-1","2015-07-08","L4440_B05","dhc-1_L4440_B05","55940_B05",6,741,171
"dhc-1","2015-07-08","L4440_B05","dhc-1_L4440_B05","55941_B05",6,665,197
"dhc-1","2015-07-08","L4440_B06","dhc-1_L4440_B06","55940_B06",6,561,188
"dhc-1","2015-07-08","L4440_B06","dhc-1_L4440_B06","55941_B06",8,708,206
"dhc-1","2015-07-08","L4440_B07","dhc-1_L4440_B07","55940_B07",8,491,243
"dhc-1","2015-07-08","L4440_B07","dhc-1_L4440_B07","55941_B07",5,605,241
"dhc-1","2015-07-08","L4440_B08","dhc-1_L4440_B08","55940_B08",5,520,228
"dhc-1","2015-07-08","L4440_B08","dhc-1_L4440_B08","55941_B08",7,620,173
"dhc-1","2015-07-08","L4440_B09","dhc-1_L4440_B09","55940_B09",8,650,248
"dhc-1","2015-07-08","L4440_B09","dhc-1_L4440_B09","55941_B09",8,713,189
"dhc-1","2015-07-08","L4440_B10","dhc-1_L4440_B10","55940_B10",8,577,261
"dhc-1","2015-07-08","L4440_B10","dhc-1_L4440_B10","55941_B10",5,660,136
"dhc-1","2015-07-08","L4440_B11","dhc-1_L4440_B11","55940_B11",6,527,259
"dhc-1","2015-07-08","L4440_B11","dhc-1_L4440_B11","55941_B11",7,668,163
"dhc-1","2015-07-08","L4440_B12","dhc-1_L4440_B12","55940_B12",6,572,164
"dhc-1","2015-07-08","L4440_B12","dhc-1_L4440_B12","55941_B12",6,543,208
"dhc-1","2015-07-08","L4440_C01","dhc-1_L4440_C01","55940_C01",7,575,208
"dhc-1","2015-07-08","L4440_C01","dhc-1_L4440_C01","55941_C01",7,725,241
"dhc-1","2015-07-08","L4440_C02","dhc-1_L4440_C02","55940_C02",11,689,192
"dhc-1","2015-07-08","L4440_C02","dhc-1_L4440_C02","55941_C02",6,697,274
"dhc-1","2015-07-08","L4440_C03","dhc-1_L4440_C03","55940_C03",11,723,243
"dhc-1","2015-07-08","L4440_C03","dhc-1_L4440_C03","55941_C03",7,697,272
"dhc-1","2015-07-08","L4440_C04","dhc-1_L4440_C04","55940_C04",11,632,191
"dhc-1","2015-07-08","L4440_C04","dhc-1_L4440_C04","55941_C04",5,755,237
"dhc-1","2015-07-08","L4440_C05","dhc-1_L4440_C05","55940_C05",10,540,228
"dhc-1","2015-07-08","L4440_C05","dhc-1_L4440_C05","55941_C05",6,696,162
"dhc-1","2015-07-08","L4440_C06","dhc-1_L4440_C06","55940_C06",6,718,263
"dhc-1","2015-07-08","L4440_C06","dhc-1_L4440_C06","55941_C06",10,791,170
"dhc-1","2015-07-08","L4440_C07","dhc-1_L4440_C07","55940_C07",10,518,221
"dhc-1","2015-07-08","L4440_C07","dhc-1_L4440_C07","55941_C07",7,529,225
"dhc-1","2015-07-08","L4440_C08","dhc-1_L4440_C08","55940_C08",2,438,248
"dhc-1","2015-07-08","L4440_C08","dhc-1_L4440_C08","55941_C08",9,646,196
"dhc-1","2015-07-08","L4440_C09","dhc-1_L4440_C09","55940_C09",4,305,172
"dhc-1","2015-07-08","L4440_C09","dhc-1_L4440_C09","55941_C09",3,458,129
"dhc-1","2015-07-08","L4440_C10","dhc-1_L4440_C10","55940_C10",7,635,175
"dhc-1","2015-07-08","L4440_C10","dhc-1_L4440_C10","55941_C10",8,656,145
"dhc-1","2015-07-08","L4440_C11","dhc-1_L4440_C11","55940_C11",8,550,160
"dhc-1","2015-07-08","L4440_C11","dhc-1_L4440_C11","55941_C11",6,681,129
"dhc-1","2015-07-08","L4440_C12","dhc-1_L4440_C12","55940_C12",8,654,195
"dhc-1","2015-07-08","L4440_C12","dhc-1_L4440_C12","55941_C12",9,744,220
"dhc-1","2015-07-08","L4440_D01","dhc-1_L4440_D01","55940_D01",5,615,204
"dhc-1","2015-07-08","L4440_D01","dhc-1_L4440_D01","55941_D01",6,787,240
"dhc-1","2015-07-08","L4440_D02","dhc-1_L4440_D02","55940_D02",7,499,129
"dhc-1","2015-07-08","L4440_D02","dhc-1_L4440_D02","55941_D02",5,560,160
"dhc-1","2015-07-08","L4440_D03","dhc-1_L4440_D03","55940_D03",8,763,271
"dhc-1","2015-07-08","L4440_D03","dhc-1_L4440_D03","55941_D03",9,767,236
"dhc-1","2015-07-08","L4440_D04","dhc-1_L4440_D04","55940_D04",11,526,207
"dhc-1","2015-07-08","L4440_D04","dhc-1_L4440_D04","55941_D04",5,602,188
"dhc-1","2015-07-08","L4440_D05","dhc-1_L4440_D05","55940_D05",8,497,117
"dhc-1","2015-07-08","L4440_D05","dhc-1_L4440_D05","55941_D05",5,589,164
"dhc-1","2015-07-08","L4440_D06","dhc-1_L4440_D06","55940_D06",7,496,236
"dhc-1","2015-07-08","L4440_D06","dhc-1_L4440_D06","55941_D06",5,625,209
"dhc-1","2015-07-08","L4440_D07","dhc-1_L4440_D07","55940_D07",7,465,194
"dhc-1","2015-07-08","L4440_D07","dhc-1_L4440_D07","55941_D07",7,548,204
"dhc-1","2015-07-08","L4440_D08","dhc-1_L4440_D08","55940_D08",10,562,185
"dhc-1","2015-07-08","L4440_D08","dhc-1_L4440_D08","55941_D08",5,676,176
"dhc-1","2015-07-08","L4440_D09","dhc-1_L4440_D09","55940_D09",6,535,234
"dhc-1","2015-07-08","L4440_D09","dhc-1_L4440_D09","55941_D09",11,637,166
"dhc-1","2015-07-08","L4440_D10","dhc-1_L4440_D10","55940_D10",9,502,228
"dhc-1","2015-07-08","L4440_D10","dhc-1_L4440_D10","55941_D10",9,665,161
"dhc-1","2015-07-08","L4440_D11","dhc-1_L4440_D11","55940_D11",6,561,233
"dhc-1","2015-07-08","L4440_D11","dhc-1_L4440_D11","55941_D11",8,656,118
"dhc-1","2015-07-08","L4440_D12","dhc-1_L4440_D12","55940_D12",7,581,180
"dhc-1","2015-07-08","L4440_D12","dhc-1_L4440_D12","55941_D12",12,704,131
"dhc-1","2015-07-08","L4440_E01","dhc-1_L4440_E01","55940_E01",10,614,221
"dhc-1","2015-07-08","L4440_E01","dhc-1_L4440_E01","55941_E01",9,631,266
"dhc-1","2015-07-08","L4440_E02","dhc-1_L4440_E02","55940_E02",8,661,249
"dhc-1","2015-07-08","L4440_E02","dhc-1_L4440_E02","55941_E02",10,769,275
"dhc-1","2015-07-08","L4440_E03","dhc-1_L4440_E03","55940_E03",11,665,148
"dhc-1","2015-07-08","L4440_E03","dhc-1_L4440_E03","55941_E03",7,806,220
"dhc-1","2015-07-08","L4440_E04","dhc-1_L4440_E04","55940_E04",9,702,190
"dhc-1","2015-07-08","L4440_E04","dhc-1_L4440_E04","55941_E04",6,740,226
"dhc-1","2015-07-08","L4440_E05","dhc-1_L4440_E05","55940_E05",8,524,186
"dhc-1","2015-07-08","L4440_E05","dhc-1_L4440_E05","55941_E05",7,589,185
"dhc-1","2015-07-08","L4440_E06","dhc-1_L4440_E06","55940_E06",10,683,234
"dhc-1","2015-07-08","L4440_E06","dhc-1_L4440_E06","55941_E06",9,650,191
"dhc-1","2015-07-08","L4440_E07","dhc-1_L4440_E07","55940_E07",6,578,166
"dhc-1","2015-07-08","L4440_E07","dhc-1_L4440_E07","55941_E07",9,611,123
"dhc-1","2015-07-08","L4440_E08","dhc-1_L4440_E08","55940_E08",5,581,289
"dhc-1","2015-07-08","L4440_E08","dhc-1_L4440_E08","55941_E08",6,618,211
"dhc-1","2015-07-08","L4440_E09","dhc-1_L4440_E09","55940_E09",9,557,160
"dhc-1","2015-07-08","L4440_E09","dhc-1_L4440_E09","55941_E09",5,661,192
"dhc-1","2015-07-08","L4440_E10","dhc-1_L4440_E10","55940_E10",10,639,202
"dhc-1","2015-07-08","L4440_E10","dhc-1_L4440_E10","55941_E10",5,672,211
"dhc-1","2015-07-08","L4440_E11","dhc-1_L4440_E11","55940_E11",9,449,218
"dhc-1","2015-07-08","L4440_E11","dhc-1_L4440_E11","55941_E11",3,526,144
"dhc-1","2015-07-08","L4440_E12","dhc-1_L4440_E12","55940_E12",6,563,157
"dhc-1","2015-07-08","L4440_E12","dhc-1_L4440_E12","55941_E12",7,668,175
"dhc-1","2015-07-08","L4440_F01","dhc-1_L4440_F01","55940_F01",5,556,168
"dhc-1","2015-07-08","L4440_F01","dhc-1_L4440_F01","55941_F01",6,745,196
"dhc-1","2015-07-08","L4440_F02","dhc-1_L4440_F02","55940_F02",9,645,140
"dhc-1","2015-07-08","L4440_F02","dhc-1_L4440_F02","55941_F02",7,732,187
"dhc-1","2015-07-08","L4440_F03","dhc-1_L4440_F03","55940_F03",9,838,188
"dhc-1","2015-07-08","L4440_F03","dhc-1_L4440_F03","55941_F03",7,692,310
"dhc-1","2015-07-08","L4440_F04","dhc-1_L4440_F04","55940_F04",11,818,267
"dhc-1","2015-07-08","L4440_F04","dhc-1_L4440_F04","55941_F04",8,782,222
"dhc-1","2015-07-08","L4440_F05","dhc-1_L4440_F05","55940_F05",8,652,176
"dhc-1","2015-07-08","L4440_F05","dhc-1_L4440_F05","55941_F05",9,645,188
"dhc-1","2015-07-08","L4440_F06","dhc-1_L4440_F06","55940_F06",5,604,233
"dhc-1","2015-07-08","L4440_F06","dhc-1_L4440_F06","55941_F06",9,738,171
"dhc-1","2015-07-08","L4440_F07","dhc-1_L4440_F07","55940_F07",8,638,227
"dhc-1","2015-07-08","L4440_F07","dhc-1_L4440_F07","55941_F07",5,625,193
"dhc-1","2015-07-08","L4440_F08","dhc-1_L4440_F08","55940_F08",7,585,127
"dhc-1","2015-07-08","L4440_F08","dhc-1_L4440_F08","55941_F08",6,625,127
"dhc-1","2015-07-08","L4440_F09","dhc-1_L4440_F09","55940_F09",5,538,244
"dhc-1","2015-07-08","L4440_F09","dhc-1_L4440_F09","55941_F09",4,479,300
"dhc-1","2015-07-08","L4440_F10","dhc-1_L4440_F10","55940_F10",6,499,230
"dhc-1","2015-07-08","L4440_F10","dhc-1_L4440_F10","55941_F10",6,679,167
"dhc-1","2015-07-08","L4440_F11","dhc-1_L4440_F11","55940_F11",8,487,136
"dhc-1","2015-07-08","L4440_F11","dhc-1_L4440_F11","55941_F11",3,559,204
"dhc-1","2015-07-08","L4440_F12","dhc-1_L4440_F12","55940_F12",5,562,197
"dhc-1","2015-07-08","L4440_F12","dhc-1_L4440_F12","55941_F12",5,709,160
"dhc-1","2015-07-08","L4440_G01","dhc-1_L4440_G01","55940_G01",8,529,147
"dhc-1","2015-07-08","L4440_G01","dhc-1_L4440_G01","55941_G01",4,699,197
"dhc-1","2015-07-08","L4440_G02","dhc-1_L4440_G02","55940_G02",9,718,214
"dhc-1","2015-07-08","L4440_G02","dhc-1_L4440_G02","55941_G02",9,733,148
"dhc-1","2015-07-08","L4440_G03","dhc-1_L4440_G03","55940_G03",8,736,292
"dhc-1","2015-07-08","L4440_G03","dhc-1_L4440_G03","55941_G03",7,739,176
"dhc-1","2015-07-08","L4440_G04","dhc-1_L4440_G04","55940_G04",6,681,261
"dhc-1","2015-07-08","L4440_G04","dhc-1_L4440_G04","55941_G04",7,617,207
"dhc-1","2015-07-08","L4440_G05","dhc-1_L4440_G05","55940_G05",6,568,168
"dhc-1","2015-07-08","L4440_G05","dhc-1_L4440_G05","55941_G05",8,643,214
"dhc-1","2015-07-08","L4440_G06","dhc-1_L4440_G06","55940_G06",12,597,186
"dhc-1","2015-07-08","L4440_G06","dhc-1_L4440_G06","55941_G06",10,689,169
"dhc-1","2015-07-08","L4440_G07","dhc-1_L4440_G07","55940_G07",9,734,138
"dhc-1","2015-07-08","L4440_G07","dhc-1_L4440_G07","55941_G07",6,752,190
"dhc-1","2015-07-08","L4440_G08","dhc-1_L4440_G08","55940_G08",10,523,190
"dhc-1","2015-07-08","L4440_G08","dhc-1_L4440_G08","55941_G08",9,709,120
"dhc-1","2015-07-08","L4440_G09","dhc-1_L4440_G09","55940_G09",7,635,173
"dhc-1","2015-07-08","L4440_G09","dhc-1_L4440_G09","55941_G09",10,726,235
"dhc-1","2015-07-08","L4440_G10","dhc-1_L4440_G10","55940_G10",9,703,189
"dhc-1","2015-07-08","L4440_G10","dhc-1_L4440_G10","55941_G10",9,708,216
"dhc-1","2015-07-08","L4440_G11","dhc-1_L4440_G11","55940_G11",9,537,154
"dhc-1","2015-07-08","L4440_G11","dhc-1_L4440_G11","55941_G11",7,613,81
"dhc-1","2015-07-08","L4440_G12","dhc-1_L4440_G12","55940_G12",6,595,203
"dhc-1","2015-07-08","L4440_G12","dhc-1_L4440_G12","55941_G12",5,714,169
"dhc-1","2015-07-08","L4440_H01","dhc-1_L4440_H01","55940_H01",4,658,230
"dhc-1","2015-07-08","L4440_H01","dhc-1_L4440_H01","55941_H01",5,852,159
"dhc-1","2015-07-08","L4440_H02","dhc-1_L4440_H02","55940_H02",10,630,185
"dhc-1","2015-07-08","L4440_H02","dhc-1_L4440_H02","55941_H02",7,703,127
"dhc-1","2015-07-08","L4440_H03","dhc-1_L4440_H03","55940_H03",12,665,162
"dhc-1","2015-07-08","L4440_H03","dhc-1_L4440_H03","55941_H03",5,694,204
"dhc-1","2015-07-08","L4440_H04","dhc-1_L4440_H04","55940_H04",7,614,108
"dhc-1","2015-07-08","L4440_H04","dhc-1_L4440_H04","55941_H04",7,698,154
"dhc-1","2015-07-08","L4440_H05","dhc-1_L4440_H05","55940_H05",11,672,127
"dhc-1","2015-07-08","L4440_H05","dhc-1_L4440_H05","55941_H05",9,820,159
"dhc-1","2015-07-08","L4440_H06","dhc-1_L4440_H06","55940_H06",8,619,239
"dhc-1","2015-07-08","L4440_H06","dhc-1_L4440_H06","55941_H06",4,692,188
"dhc-1","2015-07-08","L4440_H07","dhc-1_L4440_H07","55940_H07",6,641,215
"dhc-1","2015-07-08","L4440_H07","dhc-1_L4440_H07","55941_H07",9,729,131
"dhc-1","2015-07-08","L4440_H08","dhc-1_L4440_H08","55940_H08",8,593,195
"dhc-1","2015-07-08","L4440_H08","dhc-1_L4440_H08","55941_H08",10,672,170
"dhc-1","2015-07-08","L4440_H09","dhc-1_L4440_H09","55940_H09",9,627,192
"dhc-1","2015-07-08","L4440_H09","dhc-1_L4440_H09","55941_H09",4,741,153
"dhc-1","2015-07-08","L4440_H10","dhc-1_L4440_H10","55940_H10",6,510,131
"dhc-1","2015-07-08","L4440_H10","dhc-1_L4440_H10","55941_H10",8,491,143
"dhc-1","2015-07-08","L4440_H11","dhc-1_L4440_H11","55940_H11",8,587,238
"dhc-1","2015-07-08","L4440_H11","dhc-1_L4440_H11","55941_H11",8,613,168
"dhc-1","2015-07-08","L4440_H12","dhc-1_L4440_H12","55940_H12",11,661,205
"dhc-1","2015-07-08","L4440_H12","dhc-1_L4440_H12","55941_H12",6,731,226
"div-1","2012-01-18","universal-F3_A02","div-1_universal-F3_A02","51313_A02",6,414,80
"div-1","2012-01-18","universal-F3_A11","div-1_universal-F3_A11","51313_A11",12,433,126
"div-1","2012-01-18","universal-F3_B02","div-1_universal-F3_B02","51313_B02",5,431,74
"div-1","2012-01-18","universal-F3_B11","div-1_universal-F3_B11","51313_B11",14,473,159
"div-1","2012-01-18","universal-F3_C02","div-1_universal-F3_C02","51313_C02",8,443,124
"div-1","2012-01-18","universal-F3_D02","div-1_universal-F3_D02","51313_D02",6,421,87
"div-1","2012-01-18","universal-F3_D11","div-1_universal-F3_D11","51313_D11",8,523,115
"div-1","2012-01-18","universal-F3_E02","div-1_universal-F3_E02","51313_E02",7,522,138
"div-1","2012-01-18","universal-F3_E11","div-1_universal-F3_E11","51313_E11",12,494,191
"div-1","2012-01-18","universal-F3_F02","div-1_universal-F3_F02","51313_F02",5,425,130
"div-1","2012-01-18","universal-F3_F11","div-1_universal-F3_F11","51313_F11",10,576,125
"div-1","2012-01-18","universal-F3_G11","div-1_universal-F3_G11","51313_G11",8,543,119
"div-1","2012-01-18","universal-F3_H02","div-1_universal-F3_H02","51313_H02",6,474,102
"div-1","2012-01-18","universal-F3_H11","div-1_universal-F3_H11","51313_H11",6,463,107
"div-1","2012-01-25","universal-F3_A02","div-1_universal-F3_A02","51563_A02",9,458,150
"div-1","2012-01-25","universal-F3_A11","div-1_universal-F3_A11","51563_A11",4,618,128
"div-1","2012-01-25","universal-F3_B02","div-1_universal-F3_B02","51563_B02",10,408,172
"div-1","2012-01-25","universal-F3_B11","div-1_universal-F3_B11","51563_B11",7,604,128
"div-1","2012-01-25","universal-F3_C02","div-1_universal-F3_C02","51563_C02",7,458,146
"div-1","2012-01-25","universal-F3_D02","div-1_universal-F3_D02","51563_D02",8,410,153
"div-1","2012-01-25","universal-F3_D11","div-1_universal-F3_D11","51563_D11",11,463,202
"div-1","2012-01-25","universal-F3_E02","div-1_universal-F3_E02","51563_E02",8,433,186
"div-1","2012-01-25","universal-F3_E11","div-1_universal-F3_E11","51563_E11",6,488,178
"div-1","2012-01-25","universal-F3_F02","div-1_universal-F3_F02","51563_F02",8,523,134
"div-1","2012-01-25","universal-F3_F11","div-1_universal-F3_F11","51563_F11",7,466,127
"div-1","2012-01-25","universal-F3_G11","div-1_universal-F3_G11","51563_G11",8,584,159
"div-1","2012-01-25","universal-F3_H02","div-1_universal-F3_H02","51563_H02",4,484,137
"div-1","2012-01-25","universal-F3_H11","div-1_universal-F3_H11","51563_H11",10,536,158
"div-1","2014-06-11","universal-F5_A02","div-1_universal-F5_A02","53375_A02",12,609,373
"div-1","2014-06-11","universal-F5_A11","div-1_universal-F5_A11","53375_A11",11,772,271
"div-1","2014-06-11","universal-F5_B11","div-1_universal-F5_B11","53375_B11",14,796,249
"div-1","2014-06-11","universal-F5_C02","div-1_universal-F5_C02","53375_C02",10,542,354
"div-1","2014-06-11","universal-F5_C11","div-1_universal-F5_C11","53375_C11",15,814,186
"div-1","2014-06-11","universal-F5_D02","div-1_universal-F5_D02","53375_D02",11,684,344
"div-1","2014-06-11","universal-F5_D11","div-1_universal-F5_D11","53375_D11",8,696,261
"div-1","2014-06-11","universal-F5_E02","div-1_universal-F5_E02","53375_E02",7,629,323
"div-1","2014-06-11","universal-F5_E11","div-1_universal-F5_E11","53375_E11",10,794,249
"div-1","2014-06-11","universal-F5_F02","div-1_universal-F5_F02","53375_F02",9,367,338
"div-1","2014-06-11","universal-F5_F11","div-1_universal-F5_F11","53375_F11",9,670,299
"div-1","2014-06-11","universal-F5_G02","div-1_universal-F5_G02","53375_G02",11,642,340
"div-1","2014-06-11","universal-F5_H02","div-1_universal-F5_H02","53375_H02",11,670,413
"div-1","2014-06-11","universal-F5_H11","div-1_universal-F5_H11","53375_H11",18,817,275
"div-1","2014-06-18","universal-F5_A02","div-1_universal-F5_A02","53433_A02",6,433,170
"div-1","2014-06-18","universal-F5_A11","div-1_universal-F5_A11","53433_A11",5,621,245
"div-1","2014-06-18","universal-F5_B11","div-1_universal-F5_B11","53433_B11",8,681,119
"div-1","2014-06-18","universal-F5_C02","div-1_universal-F5_C02","53433_C02",5,480,170
"div-1","2014-06-18","universal-F5_C11","div-1_universal-F5_C11","53433_C11",7,767,287
"div-1","2014-06-18","universal-F5_D02","div-1_universal-F5_D02","53433_D02",6,608,151
"div-1","2014-06-18","universal-F5_D11","div-1_universal-F5_D11","53433_D11",10,579,194
"div-1","2014-06-18","universal-F5_E02","div-1_universal-F5_E02","53433_E02",9,660,216
